id_Number,Name,ExposureTime
39138193506172510,Felton Hollingsworth,35
80455193407213013,Mary Edgell,35
18740200509119923,Gary Chan,35
15119201308202909,Marlin Smith,35
54884197710312362,Heather Harris,35
21889197009189346,Kathryn Hohnstein,35
19322200103043680,Doris Shea,35
92627193502166393,Moses Daniels,35
15023193712255611,Bessie Zavala,35
10875195212145262,Leo Hammond,34
23468193906299301,Heather Taylor,34
87212199809211970,Neva Garcia,34
14033198412181936,Kenneth Gilbert,34
14140197903048554,Larisa Verch,34
24635197201214740,Jina Roberts,34
36220200508192546,Diane Klarich,34
63971197512249015,Linda Ruiz,34
58535193812078591,Robert Coffey,34
28459196901015203,Darlene Frediani,34
95162196602138332,Sharon Decena,34
37392201406284988,Willie Lefebvre,34
89331197311197084,Brian Watkins,34
44680200502182655,Lawerence Lumsden,34
71927195210077412,Charles Fyall,34
15893193801191507,Monique Anderson,34
92917194109261408,Wade Swanson,34
94159196304305739,Elizabeth Davis,34
76061201512248301,Scott Mixon,34
41925199411185896,Wesley Robinson,34
73313194210269501,Cindy Holdman,34
36703200306285365,Christopher Mcelyea,34
53844201909141772,Phillip Cole,34
59312195310188600,Henry Sansom,34
34234196705282143,Eugene Peterson,34
70813195910059795,Effie Chacon,33
19443194308113057,Angelina Mcdowell,33
69641195911038528,Jean Dunham,33
72636199310272051,Eldon Martinez,33
97902200003063152,Johnny Dow,33
83648193302138926,Inez Boucher,33
42070201207274265,Dahlia Williams,33
59097194405253337,Tony Hall,33
79485193608104043,George Frierson,33
83345201801077030,Brandon Jones,33
33618194101229490,Boyd Ruiz,33
41945201511177453,John Thomas,33
88878198704098080,Renee Mcdonald,33
14834197301134438,Marc Smith,33
75218199312191490,Mary Crawford,33
82276200501292160,Jamar Smith,33
32423196506277247,Elizabeth Bickford,33
45583194105129440,Marion Lanterman,33
63878197306026480,Lisa Huizenga,33
82715196710294046,Robert Zubia,33
76722199410226374,Susan Evans,33
91563201508061744,Paul Bentson,33
75858200409019190,Jodie Sacco,33
50539201509248710,Yolanda Seidel,33
61951194307106081,Vernon Volpe,33
79331196512015661,Ashley Rich,33
92232196411308190,Rita Adams,33
89249196305014855,Robert Lollar,33
19872193306149573,Deborah Parham,32
41924199907284377,Margaret Beddingfield,32
71248194206164919,Claudia Miller,32
35484201505292701,Kimberly Madden,32
59228198201201162,Mary Mitchell,32
81993193707221678,Shawn Porras,32
28736196605312689,Mark Foulk,32
29984193906065816,Denise Williams,32
56579193912122803,Elizabeth Lippincott,32
69483201604101212,Brenda Larrick,32
99200193909256695,Robert Parris,32
24037197208181819,Richard Clemente,32
94190199607237456,Jennifer Nappi,32
10560201305235988,Walter Roper,32
88717195509122562,Lillian Fields,32
68025193408148603,Sheryl Manning,32
77831194608304850,Louis Wheatley,32
10451200402118526,Paul Limon,32
69076194311205915,Dora Briggeman,32
95092195611309214,Micheal Bruster,32
99639195611158527,Krystal Dunlap,32
95753199003085959,Barbara Ayala,32
31186193509088852,Erin Myers,32
45483201704037598,Anthony Rose,32
55999201012255759,Diana Wilcox,32
17599198202225140,Richard Henson,32
92660198910033861,Demetrius Laflore,32
57873198109113964,Linda Daniels,32
65166198007116342,Hannah Mays,32
35213196307227975,Randall Williams,32
66637199904201157,Della Schmitz,32
12429197607044848,Tracy Harper,31
77337199004116106,Jodie Wood,31
85804196312166089,Emily Bing,31
65264201603076559,Lawrence Rodriguez,31
93750193101234063,Michael Branam,31
69663193101094772,Clarissa Gatton,31
22653195707033678,Michael Oliver,31
77374193011212094,Troy Copeland,31
10796200402025316,Catherine Lindblad,31
51192200711086949,Bridget Heath,31
99648194106219835,Derrick Ramos,31
80985200007041918,Lillian Sellars,31
28736197901069986,Stephen Crownover,31
64880197704066526,Patrica Montgomery,31
54144199601077120,George Judge,31
38366194004034337,Calvin Lansdell,31
80906195302042796,David Melton,31
93301200205224473,Rachel Arnold,31
16358197803278756,Leroy Rumph,31
19267195210139145,Pamela Moore,31
17302200507205579,Oscar Mccray,31
10342198501019513,Curtis Johnson,31
92621200409252306,Diana Ziminski,31
85313199803142245,Anthony Klein,31
34903197007303278,Denise Ruiz,31
11422199707293719,Gloria Barreto,31
72956193802203626,Martha Browne,31
78854193610064775,Cindy Cote,31
77175193709052834,Bryan Carron,31
38917198004017829,Trina Williams,31
52995198105248703,Pauline Fowler,31
15143201612042143,Bobby Wilson,31
43766199703051488,Angelo Diaz,31
70288198903118309,Ramona Dewberry,31
33268193710112589,Mary Clark,31
63986195604302571,Patricia Gramc,31
85100196505213164,Theodore Young,31
95136199510153377,Steven Singh,30
48191199301182123,Anna Wissinger,30
92981199002099698,Evelyn Brookshire,30
12437197211167606,Ryan Williamson,30
92113199909226733,Autumn Marsh,30
73015201909305939,Paul Bishop,30
82651201207107614,Annette Fretwell,30
93544194504241115,Jennifer Marter,30
14747195906096536,Peter Bailey,30
58064201606231659,Julie Dickman,30
44835193602113702,Logan Bayardo,30
22899196810187369,Matthew Smith,30
47747198105218564,Beverly Hennings,30
34569200411124291,Mathew Vanzee,30
48420200407073433,Sharon Brown,30
37138199301295771,Gerald Green,30
58040200509062409,Jessica Garth,30
26503195411189269,Antonio Bagley,30
92460196404211474,Alan Turnbow,30
28372201804147189,Jason Brown,30
97630200905203319,Betsy Keats,30
65410200312293026,Beverly Banks,30
69727196501319959,Monica Stanford,30
83183196409025717,Patty Arrington,30
63663198710026327,Tara Demonbreun,30
11848199302025150,Warren Fitts,30
95417200811083846,Lillian Gallup,30
55916196001216225,Beverly Parker,30
73730193508267938,Hilary Mcnease,30
67460195911026095,Nancy Wooten,30
84804196812075385,Francisco Bailey,30
36087201812126089,Edward Shiflet,30
62302197004178635,Alex Vaughn,30
99717198708212747,Eugene Zambelli,30
19225196406172579,Charles Gallagher,30
25307200611181653,Robert Caro,30
92794201502177276,Kati Morrison,30
44748195508027026,Barbara Zamora,30
88921194803201590,Timmy Cianciola,30
78712194111152659,Margaret Russo,30
74437201904049406,Bonnie Powell,30
86078194504011487,Billie Stanfa,30
78828194007035077,Walter Watson,30
68314195710149187,Samantha Johnson,29
89090197602036491,Stephanie Lane,29
70678199208018339,Kathleen Lee,29
67965196107126500,Steven Wadley,29
10319198306273604,Harriett Williams,29
48961195304034093,Jeffrey Snyder,29
10992201509081514,Beatrice Foster,29
77655193210117204,Charles Dotson,29
34213196701207446,Lavonia Fox,29
74431198610162635,Manuel Warrick,29
22789196605275737,Edwina Baker,29
17001201207207780,Carol Alger,29
31982196504113369,Caroline Naegeli,29
28402193708238315,Doris Baum,29
47397196109254356,Dorothy Ropp,29
74349196507026377,Francis Rush,29
85089198606055661,Mary Johnson,29
54387198611254932,Hector Gregory,29
99853198210024812,Willis Allamong,29
28355196707031790,Terry Stacks,29
14470194204257627,Ricky Devins,29
76874198004297812,David Clark,29
72536200511102064,Joseph Smith,29
56248197503027706,Lucille Winslow,29
65239199701154464,Dustin Harvey,29
86827201802038824,Deborah Stone,29
79084198712207927,Marcia Yazzie,29
43233193306222545,Rose Hug,29
49166200610117587,Brian Ratliff,29
16889193205097574,Paul Nordman,29
59574196812192780,Lauren Orosco,29
61908198412208180,Anthony Felder,29
79680198312257943,Lorraine Heller,29
32732196103248630,Geoffrey Cline,29
54667197607069750,Terry Albritton,29
35962199005149661,Alice Lever,29
61470198702028095,Joan Thompson,29
53173200901073414,Martin Gonzalez,29
51089201506203397,Kevin Hall,29
59101200111259711,Brent Baier,29
76982197510121335,Edna Peru,29
41390197002233661,Stephen Heim,29
47656195812276240,Jacqueline Tiemann,29
27236193901285107,David Bryan,29
27983194803259380,Robert Long,29
82458196707309365,Elaine Mcgann,29
13326196004247113,Fred Aleman,28
50719194203099449,Gladys Murray,28
55101201401094147,Jamie Hardy,28
87726193906109448,Pauline Kinsey,28
46234195904094855,Ronald Knox,28
17197197607266990,Michael Hagood,28
64693199510317684,Ramona Racine,28
21132199312068411,Jana Jackson,28
11364193303278427,Angela Ebel,28
63314199701253663,Jose Richie,28
68118199208289402,James Colter,28
61609196905096513,Dollie Simpson,28
29419196302061736,Ella Archibald,28
74346202003267889,Martha Hodges,28
85368199110124759,Felix Wilde,28
81176198109209929,Kenneth Welker,28
22485194003298886,Betty Wooten,28
28998193408185101,Cathy Anderson,28
30356194512068876,Miriam Mesiti,28
94502196105097600,Billy Bahner,28
52691200611089767,Debra Jackson,28
56198198601301565,Newton Baxter,28
34188198210185959,Richard Rudnick,28
15568193210018583,Samuel Sperdute,28
20080196209282953,Daniel Wilson,28
72467201502093065,Bonnie Hyde,28
89774194306287200,Margie Wheeler,28
65175194911025578,Eva Carrasco,28
71217197011164043,Donald Snow,28
74271194205017538,Leona Yarbrough,28
29609196206034585,Marsha Dowd,28
99212199104115379,Larry Neal,28
95058199910156584,Lori Vranicar,28
31351199906213223,Ward Miles,28
30085201908114993,Leisha Johnson,28
61261195705177412,David Lentz,28
81169199408309778,Michael Bautista,28
70383200312115265,Mary Dahlheimer,28
61371198903056911,Cynthia Odonnell,28
30469199610121903,Marie Bullock,28
92945199411061070,Dianne Terra,28
82314195605168445,Brandon Schrader,28
33205198004243032,Timothy Smith,28
33416193101015171,Susan Benge,28
89419200003175315,Rebecca Grover,28
66642198001227471,Max Eliezrie,28
39403200608033117,Rene Frenzel,28
89709200108206783,Minnie Winsor,28
33586198702072503,Elisha Walton,28
97005194706173766,Lisa Lin,28
82819200806079701,Ashley Espinosa,28
46189197808109982,Fred Pitts,28
97859195607027126,Darrel Durk,28
14767199602272055,Anthony Latouche,28
98420195007125866,Natalie Kopacz,28
37063201704214568,Susan Hamrick,28
72513194108287260,Tammy Miller,28
20836195409106991,Erika Floyd,28
44093197706165453,Lynette Osdoba,28
97458199311127718,Laura Lusane,28
66217198605094342,Lanie Blair,28
22409196302237247,Amy Katz,28
77757194208228502,Leroy Diaz,28
68759199208053565,Maria Thayer,28
27333198311226261,Ann Lentz,28
61124193604078011,Russell Nicholson,28
81178193907137468,Kristi Gill,28
41254194012127951,Idella Yoon,28
54895193004231533,Wanda Combs,28
54390193307285508,Randy Covert,28
53846199007315313,Christina Beck,28
99795200909114863,Joyce Inman,28
26238195502039460,Marc Donaldson,28
32388196512305853,Michael Koh,28
25501195408222555,David Lonergan,28
28812196207114977,Josephina Martinez,28
81923200504034001,David Klatt,28
41480200810147646,Gerald Hathaway,28
92932200907293368,Brian Wilson,28
45588194211218041,Mary Sorensen,27
96005199802138323,John Grisham,27
13438201710225950,James Raggio,27
30463195301125158,Whitney Gooding,27
51074193403319109,John Thiel,27
86261199802129255,Jeffrey Stevens,27
53121193804107147,Linda Cosgrove,27
69715197109044913,Brenda Mcneil,27
59252200412021528,Arlene Meighan,27
32667193711031295,Rosa Welch,27
75982201706258808,Thomas Johnson,27
91200198410089356,Karen Braman,27
85964200901133932,Henry Robbins,27
16085195507081672,John Paul,27
50720195003155536,Brooks Lopez,27
22323195812276526,Joseph Batz,27
40961200111185340,Louise Urbanski,27
89377195011064460,Yelena Barry,27
85836201808032762,Norman Calderon,27
88059198906209812,Rosalie Vanness,27
35407196912297801,Robert Amaya,27
21995199105315233,Eunice Sikes,27
90268199611263224,Terry Chavez,27
42273198910275897,Joan Whitley,27
45812194003096899,Tracey Matthew,27
73173197211134029,Darcy Harkrader,27
71516200006161517,Elisa Corbitt,27
10407196907242488,Shannon Taber,27
41645199208071398,Lynn Wood,27
52611201310023853,Samuel Schoonover,27
28135195611115643,Allison Picard,27
48246198602026588,Roberto Allen,27
66072197807293405,Judith Yoshino,27
82179200002139658,Sung Evans,27
24847199403278512,Lucille Chang,27
39947197312086721,Geraldine Lawyer,27
87586202003054981,Kathleen Bearden,27
97402193508307802,Juan Stewart,27
30658193107267279,Sarah Torres,27
48644198811039353,Yulanda Espinoza,27
48736196102026489,Salvador Aleo,27
49100193212032209,Louise Magana,27
82739194305151168,Richard Walker,27
68436199612138232,Carl Lewis,27
97832198711139727,Eugene Peterson,27
79978200605288127,Carmen Arnold,27
99285194106012821,Bertha Marquez,27
10509201902183232,Richard Howell,27
74302198610249130,Griselda Vance,27
73426201211156125,Virginia Prillaman,27
95188201502037579,Gregory Thomas,27
57515198907151126,Kenneth Kramer,27
65750196706108648,Kenny Crabtree,27
33386195707217270,Robert Campos,27
63485199412198071,Charlotte Partain,27
28733198706191189,Nicholas Vick,27
86555196408304041,Jody Johns,27
14409193912189770,Ellen Chavous,27
64849195103064242,Donald Kille,27
95482197305275444,Miguel Woodard,27
69270195008126811,John Evans,27
40888195711219109,Verda Yard,27
42531199403085451,Roberto Wellard,27
12719194804115855,Andre Cordell,27
86970201407269913,Michael Placko,27
68572199309289592,Kathleen Bratchett,27
66243199504144252,Donald Stoffel,27
55457193408226257,Gina Fields,27
30738197807044802,Kathleen Wiley,27
31254200711156279,Sara Sutherland,27
39326201108111929,Brenda Hobson,27
74024194206237640,Sarah Brewster,27
55373198105225224,Philip Alvarado,27
15158193303282503,Joan Brown,27
32652195207135378,Michael Brown,27
67932196509039399,Megan Altmiller,27
32223193101308351,Adam Sain,27
28237195107285249,Richard Tippin,27
64570197712258327,Kimberley Maohu,27
29242201712236663,Richard Williams,27
60260194402299514,Jose Pantoja,27
99609193302033682,Melissa Allen,27
25469196810225203,Kevin Robinson,27
28571197312136867,Tiffany Pacheco,27
88775199510064971,Gail Reeves,27
32482198606056920,John Thomas,27
32197194112304066,Rod Metoyer,27
23452196811235659,Derek Robinson,27
68675196206167428,Sandra George,27
56470193209162617,Delora Leatherwood,27
91327198102053412,Leon Coffey,27
84865198203286684,Roger Fox,27
30978195704194121,Roger Jones,27
30113201803012743,Benjamin Tetreault,27
60841200206231702,Mary Chesser,27
12971200508048562,Brandon Saroop,26
92162193605215265,Brad Cote,26
51246195301028111,Jessie Buchanan,26
71613194211275377,Jennifer Wolters,26
14809201301098364,Gilbert Jones,26
34815197502205572,Becky Villanueva,26
11068195401128586,Leonard Webb,26
85085195312232014,Dorothy Harmon,26
72422198606202438,Ruby Whiting,26
61762201411201627,Barbara Parisien,26
34596196901107748,Ruth Didonna,26
85353195303115556,Thomas Estes,26
35241194003236882,Mary Bender,26
11844200102202813,Judith Griffith,26
69706202005284659,Paul Palmer,26
93376194709155185,Clark Bechel,26
40222193401044034,Benjamin Maurey,26
71475193009039273,Mildred Trinidad,26
29448201604279111,Joan Frank,26
55979193505086921,Michael Almonte,26
14880195804134518,Laura Kennedy,26
92371196001309207,Mary David,26
90878200706064637,Renee Nolan,26
50187195910295770,Connie Foster,26
80451197911149692,Norman Mcaninch,26
64238195706111226,Kari Sullivan,26
59752200204017483,Joseph Wong,26
65259193401207739,Gina Smith,26
23881200002059337,Daniel Davis,26
87363198806016616,Louis Urbancic,26
49674201703135031,Marie Brown,26
56328199110238224,Crystal Brendel,26
17880199110106860,Melvin Gutknecht,26
87771194502092492,Christie Mast,26
18662196011288284,Robert Wells,26
10715198904096241,David Robotham,26
67873195901134021,Gail Alves,26
57223197402228373,Mildred Munch,26
21505198508139921,Morton Clark,26
21775201704228037,Jacob Roman,26
22646198012239765,Francis Lai,26
10972194507275550,Hanh Ayers,26
15035198912012537,David Applewhite,26
48816194703086759,Wilfredo Mckinney,26
81251201209043963,Charles Shaver,26
68786199210035241,Jerry Smith,26
38782198812314249,Victor Mills,26
54718200904258869,Darlene Smith,26
68691195403024900,Nathan Whitlock,26
60673199806148937,Harry Corke,26
75808194602143088,Diane Cone,26
88059198406265031,Mary Stanley,26
81913197603015542,Bobbi Johnston,26
44656201212263200,Douglas Knox,26
33520193208166082,Frederick Rosas,26
85591194012204860,Jimmy Gutierrez,26
58990197107286245,Bonnie Lostroh,26
42360194806202140,Marvin Flynn,26
56445197411306478,Thomas Walker,26
57801195601114974,Kenneth Roberts,26
25187197001049336,Lawrence Cho,26
18922194210298787,Harry Landers,26
21193195312108221,Ella Weddle,26
56436201106282353,Jefferey Rice,26
93445198105121978,Hazel Morrison,26
93342194009299955,William Ballard,26
72142196608114575,Efrain Mills,26
53404193202128870,Isiah Holmes,26
83571198709036995,Charles Ford,26
12617201103208105,Adam Hendrix,26
29778199910051894,Gail Earls,26
84808199506128390,Guillermo Mccage,26
16008200712162723,David Norris,26
64237200302067364,Horace Wedge,26
20141200903081026,Roy Mariani,26
37955200703269894,Wayne Kelly,26
44332196602067247,Irene Amick,26
59753193506055711,Joan Hoyt,26
70017199506293521,Fabian Ludwig,26
30809198407214212,Sarah Nichols,26
94939195809183176,Yolanda Willer,26
46013197904246577,Ray Kirk,26
38497198210301626,Alice West,26
19461197901137187,Cynthia Medina,26
79784193603018398,Stanley Desrosiers,26
23947200702254037,Juana Veale,26
20269201904223547,Candy Mcclenon,26
19580193511275276,Reynaldo Henry,26
54814199611029101,Reba Clark,26
65781199205104777,Margert Liptak,26
91629199604141850,Davis Grant,26
45152200410215757,Kurt Dilsaver,26
14714193807169525,Gertrude Laureano,26
48376199910217703,Juanita Bradley,26
67004194909137969,Lillian Martinez,26
51038201302133656,Alexandra Mangham,26
67789193210259700,Dixie Hyder,26
48739197207162777,Nellie Welder,26
23452201310168381,Walter Beeson,26
47136195909217557,Vanessa Arp,26
38448195904124557,Lucia Zumbrunnen,26
36483197801125202,Martin Stomberg,26
37888195606232427,Stephen Harris,26
70240194007102690,Marie Cooper,26
14455200311093132,Jesse Holmes,26
28930195707259672,Allison Mitchell,25
90402196005125583,William Klimczyk,25
20524198410044627,Susan Bowland,25
62631200211141068,Joe Mcknight,25
47894193811295114,Dustin Anselmo,25
99817200612302221,Nathan Broussard,25
79001195611096234,Robert Lehman,25
71104195708251625,Harry Pruden,25
36328200208061398,Dennis Ennen,25
53504196106055969,Betty Coppola,25
67031194108011618,Melvin Macquarrie,25
46269201906247313,Bessie Thomas,25
50284194502149292,Chris Cluff,25
57841197101058459,Wallace Henkel,25
92751194611129594,Travis Murphy,25
43056200804054452,Jane Mendez,25
28741193609186855,Patty Williams,25
91523195407122861,Candace Norris,25
97696194104143548,George Kilberg,25
50334201007237783,Misty Anderson,25
97167196102113460,Virginia Hvizdos,25
61651195010017873,Roger Clark,25
80304197905026298,Craig Noriega,25
46356197003293873,Brandi Rao,25
12762201908131938,Jess Ali,25
37244195805034374,Diane Macpherson,25
40593199108238585,Charles Carrion,25
27330195008189218,Fred Swanson,25
21680199009075996,Ellen Broadfoot,25
22304200410053039,Davida Felder,25
93228194407245492,Eric Shaffer,25
89378199103147800,Mary Bush,25
80741195407281013,James Hand,25
18586201805103928,Douglas Rzeszutko,25
93294194607318544,Sandra Dowdy,25
72821198510065794,Richard Corriveau,25
43883193406259675,Rosa Schepker,25
98216196407246052,James Carmichael,25
66076193811072349,Richard Springer,25
24647198202028732,Margaret Draper,25
58859200811124016,Michael Mosley,25
43745196810091000,Dorothy Nichol,25
63783198104021710,Michael Christian,25
22927194509103301,Charlie Simmons,25
25686198802126987,Jessica Moreau,25
89999200502243659,Jamie Young,25
70980199804028417,Marissa Halseth,25
29469194508027587,Danny Hart,25
84540201010044264,Charles Mantini,25
33635194409205813,Patrick Crafford,25
11653197806299012,Jeffrey Leach,25
18427201411113715,Joseph Kurohara,25
37000195908225725,Earnest Waithe,25
88095195310281410,Anjanette Hampton,25
68100198008178280,Norma Gleaton,25
11356196402168155,Regina Koehne,25
38992199108308211,Kenneth Moore,25
24735200110172538,Toby Jackson,25
58884193805094872,Pablo Orwig,25
76338198502236510,Kenneth Faith,25
19919201607087479,Todd Ealey,25
32320200610182156,Betty Corbin,25
49306200502108789,Earl Turnbow,25
52563200709032342,Fred Delisa,25
86495197306016756,Terry Lawton,25
65036195201239226,Jason Young,25
83105197906296521,Walter Taylor,25
43456197003037298,Sherita Bayless,25
92096198405075173,Viola Nolan,25
85356197908296209,Brian Turner,25
45344199605121551,Stephen Hernandez,25
85265197404107850,James Wright,25
13241201409112876,Tabitha Cao,25
87223193007033347,Jennifer Snyder,25
75981201801213347,Denise Randall,25
68318195007316528,Nakia Brooks,25
40809198611025307,Alfonso Sessoms,25
49906201006113919,James Keller,25
58148201204175070,Phyllis Norwood,25
27777200812237837,Maria Delgado,25
10544199510026168,Kathryn Conway,25
81890199209138110,Roger Moses,25
69627202004251081,Isabel Collado,25
52117193505024203,Dena Smith,25
83409196602283843,Rena Benford,25
96693199002251676,Joseph Smiler,25
20496193305049409,Tyler Camire,25
14776199808042095,Gloria Zambrano,25
27426200011172313,Amber Stark,25
95036193801107854,Stella Cornett,25
92492200503293783,Edwin Jones,25
17892200404189054,Stephanie Garcia,25
97560199806207780,Eugene Zavala,25
49936201610076196,Robert Knapp,25
76229194107287825,Gloria Hollins,25
71822196403255150,Wilma Alfaro,25
50344199405215088,Thomas Frost,25
82424194108223987,Kathryn Stroud,25
42952201608311274,John Lockridge,25
60219197510036549,Susan Leib,25
88534199903127064,Suzette Hidalgo,25
26646199212209949,Donnie Guerrero,25
84066197305268020,Adam Crowley,25
81292196608094097,Nathaniel Kay,25
24731196406019580,Maurice Pew,25
25077195703084382,Danny Dvorak,25
38381197612047287,Jeannine Gutierrez,25
73816193612114485,Daniel Escarcega,25
97575198504214227,Audrea Babb,25
24381193405167927,Donald Tracy,25
94523193012303993,Lawrence Williams,25
45627199504015233,Debbie Dixon,25
48788194006164917,Helen Getz,25
18580200608099141,May Shoemaker,25
49203196801308194,Daniel Hicks,25
70686196811118937,Viola Hammon,25
81828198801041480,Jennifer Behn,25
65778200102063825,Keisha Hernandez,25
91959199701295248,Kevin Copeland,25
90244194701154587,Arthur Myers,25
14143196104293520,Ruth Whitaker,25
36683201403112419,Mark Whalen,24
52942194301183750,Shannon Roebuck,24
12867195107192524,Brady Sailor,24
50226198712088241,Robert Glenn,24
85657197412185459,Santo Walkup,24
96437193211087456,Carissa Abraham,24
77370195306094602,John Merrill,24
27175193102272907,Katherine Davis,24
18693193206198225,Virginia Clark,24
71482195008077758,Alice Elmquist,24
79566197110186968,Francesco Rusher,24
75577198501106519,James Mosby,24
22650197507127121,Brett Losh,24
52936198801272556,Ila Boyd,24
66699201702223130,Roy Gregorio,24
97785201404249092,Deborah Payton,24
89173194008129893,Francis Boydston,24
65388195104115511,Sandra Vanderpool,24
52698201301142690,Jessica Armstrong,24
39456197406261203,Jewel Broadus,24
28284198004088750,Lee Bullock,24
17992197703293809,Lillian Fernandez,24
29854194001073309,Karla Russell,24
54195200801095803,Daniel Cooper,24
57122197803084890,Johnnie Smith,24
10393194705031572,Jodi Levins,24
56911199410206890,Tina Gibson,24
95693198503091190,Ryan Smith,24
53904198202148440,Michael Allen,24
91496199310283213,Alma Lorenzo,24
27498198508278422,William Clark,24
39186195411077951,Erica Leonard,24
42115199510281108,Jason Campos,24
92517195801196862,Justin Johnson,24
54627201401253483,Steven Jones,24
75876198311237995,Nestor Alvarez,24
54075199703156742,Susan Vega,24
56927193808237289,Leana Oneal,24
89223199208139823,Emily Davis,24
79527194807028826,Michael Morales,24
82812197106238801,Karen Agrela,24
12718201912233495,Tyra Gneiser,24
37209201401087491,Lawrence Boynton,24
65865198908053254,Darlene Brantley,24
54405199612038315,Katie Jones,24
70918199602094041,Maggie Colburn,24
29367197912207505,Tamika Kempf,24
85115201910189853,Lorraine Prince,24
65634201611075686,Gerald Hoefert,24
21087200304162807,Eva Money,24
13005199401163524,Elizabeth Bonner,24
77298198207037464,June Pena,24
82993194604193698,Bernice Lopez,24
57095200603217956,Joseph Bressette,24
29320201307077002,John Brown,24
18593200709227904,Bebe Moore,24
86455195609196001,Justin Rios,24
99747197407234329,Elizabeth Conteras,24
95043194706028756,Dorothy Hart,24
35285196405044950,Jordan Sykes,24
89761200311195888,Jennifer Griffith,24
59123197802128718,Andrea Glenn,24
57197193010238827,Michele Martin,24
50709195002043413,Joseph Massey,24
21765193203098866,Sherman Bachtold,24
26123195405115963,Carl Gillock,24
17060196202227735,Irene Higdon,24
62813199601056959,Loretta Velasquez,24
43850201603302216,Jay Harris,24
